"Intensity"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"LFQ intensity QC02_210326"	"LFQ intensity QC02_210331"	"LFQ intensity QC02_210402"	"LFQ intensity QC02_210406"	"LFQ intensity QC02_210410"	"LFQ intensity QC02_210411"	"Identification type QC02_210326"	"Identification type QC02_210331"	"Identification type QC02_210402"	"Identification type QC02_210406"	"Identification type QC02_210410"	"Identification type QC02_210411"	"Protein IDs"	"Peptides"	"Peptides QC02_210326"	"Peptides QC02_210331"	"Peptides QC02_210402"	"Peptides QC02_210406"	"Peptides QC02_210410"	"Peptides QC02_210411"	"Reverse"	"Only identified by site"	"Potential contaminant"	"Sequence coverage [%]"	"Sequence length"
24885000	4957900	2751900	0	4397700	8058000	4719200	3429800	0	0	0	3375500	0	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O15400"	2	2	1	0	1	2	1	NA	NA	NA	11.1	261
789230000	696910000	0	0	17866000	74458000	0	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"P10412"	7	6	4	5	7	7	6	NA	NA	NA	29.7	219
23142000	2846000	2204500	2386900	0	9454400	6250000	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"Q9NVC6"	5	2	1	1	0	4	1	NA	NA	NA	9.4	651
430290000	47649000	61369000	42221000	101540000	68766000	108740000	56143000	0	0	60746000	44415000	60941000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P10620"	3	3	1	2	3	2	3	NA	NA	NA	26.5	155
9413600	5066100	0	4347500	0	0	0	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	NA	NA	NA	"Q9BUB5"	1	1	0	1	0	0	0	NA	NA	NA	2.6	465
508450000	40071000	103970000	46423000	96614000	112510000	108850000	16052000	18737000	17253000	16581000	22146000	19276000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BYG3"	12	8	11	8	7	9	8	NA	NA	NA	52.6	293
680420000	80192000	80816000	58106000	190530000	113150000	157630000	7883700	7660200	8123000	8894400	8066200	8253800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WYP5"	37	29	27	24	29	23	30	NA	NA	NA	23.3	2266
53180000	8371500	3146100	1865700	19151000	13893000	6752900	5314800	0	0	6350000	5439200	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"A6NCE7;Q9GZQ8;Q9H492"	2	2	1	1	2	2	1	NA	NA	NA	16.8	125
186030000	20400000	22632000	18643000	53227000	23594000	47531000	3546800	3691900	4008400	3699400	3093400	3496800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P23229"	17	11	11	10	13	9	15	NA	NA	NA	22.3	1130
315380000	25632000	52368000	32031000	72031000	66323000	66996000	7329900	7512500	8094700	7491200	8626400	8015600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UPN7"	15	10	13	14	15	11	14	NA	NA	NA	32.2	881
7615200000	804510000	918330000	769540000	1868300000	1460200000	1794300000	148300000	137190000	148240000	158540000	128490000	158110000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P23526"	22	18	17	20	19	21	18	NA	NA	NA	49.5	432
115090000	10079000	6118200	10270000	35258000	22430000	30940000	5736300	5174300	5692700	6389100	4360200	4959400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H2J4"	8	6	4	4	5	5	8	NA	NA	NA	47.7	239
202460000	17316000	19334000	23184000	50661000	46527000	45437000	8905600	10651000	9995800	11487000	9039000	11057000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UBW8"	7	4	3	6	5	7	6	NA	NA	NA	31.6	275
48892000	7384600	7424500	5670800	9906200	7061400	11445000	3078800	0	3512200	3284400	2714600	2564500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96T60"	7	5	3	5	3	3	5	NA	NA	NA	19.2	521
81740000	9541000	5116100	5271700	20252000	18106000	23453000	4632900	3621900	0	4705900	3711800	4817900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15208"	5	3	2	2	5	4	5	NA	NA	NA	17.6	465
807730000	82301000	92090000	83166000	222410000	144940000	182820000	21423000	24412000	27614000	27200000	28429000	26144000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P54709"	11	9	8	9	11	8	11	NA	NA	NA	50.2	279
431210000	53597000	26354000	36921000	155420000	64052000	94866000	16682000	19278000	15418000	20406000	14673000	16025000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P53004"	9	7	4	5	8	6	7	NA	NA	NA	32.4	296
3249800	0	3249800	0	0	0	0	0	0	0	0	0	0	NA	"By MS/MS"	NA	NA	NA	NA	"P05114"	1	0	1	0	0	0	0	NA	NA	NA	11	100
62643000	7928200	8160200	6159200	16724000	7638700	16034000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BSL1"	2	1	1	1	1	1	2	NA	NA	NA	5.9	405
59312000	5422600	9770200	4141700	14514000	11243000	14221000	2663600	3203500	3470600	3042500	3031400	3330900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BQP7"	5	3	3	2	4	4	3	NA	NA	NA	20.1	344
78288000	7268000	14476000	2057200	24019000	11237000	19231000	0	6279200	0	8180900	5934400	6875100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y399"	4	2	3	1	3	3	3	NA	NA	NA	11.1	296
236490000	23283000	29293000	27540000	52290000	48694000	55387000	9994800	10911000	11971000	11115000	19774000	11617000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P00374;Q86XF0"	8	6	5	6	6	6	6	NA	NA	NA	52.4	187
9503700000	1119100000	1470200000	915550000	2064300000	1664200000	2270400000	293610000	298880000	331700000	347820000	327710000	387490000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P80723"	12	12	12	10	10	11	12	NA	NA	NA	63.4	227
9060700	1899200	2012800	0	4018200	1130500	0	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BTE1"	1	1	1	0	1	1	1	NA	NA	NA	5.5	182
140010000	14388000	22675000	12728000	34640000	25332000	30252000	5337200	5496300	6226400	6455800	5530500	5744200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NFW8"	7	5	6	4	5	5	5	NA	NA	NA	22.4	434
59078000	7770100	6338700	5267800	13815000	13606000	12280000	4783100	3136300	3683200	4114300	3940900	3702500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95983"	4	3	3	3	3	3	3	NA	NA	NA	18.2	291
252150000	31052000	29311000	24784000	72176000	47532000	47292000	8872900	9178300	9053400	10862000	8180000	9053700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HAB8"	7	7	6	5	6	6	5	NA	NA	NA	19.9	311
158710000	18220000	25239000	18046000	38533000	26980000	31691000	5453700	6271900	5733500	5824300	5272100	5522800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BX40"	7	6	6	6	6	4	5	NA	NA	NA	29.6	385
395950000	52606000	38709000	30901000	113400000	60606000	99734000	13597000	12837000	13179000	15722000	12352000	13727000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99933"	9	8	6	6	8	6	8	NA	NA	NA	32.2	345
153800000	24381000	17440000	10845000	41291000	23495000	36345000	7370800	5469900	6351600	8292800	6750200	7231600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NZ63"	7	6	4	3	5	4	5	NA	NA	NA	32.5	289
59159000	5575100	7733600	3174300	17582000	5546300	19547000	4262100	4556900	0	4646900	0	4413500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y371"	6	4	5	3	3	2	4	NA	NA	NA	23.3	365
3459900	745640	0	0	1276600	0	1437600	0	0	0	0	0	0	"By MS/MS"	NA	NA	"By matching"	NA	"By MS/MS"	"O75128"	1	1	0	0	1	0	1	NA	NA	NA	1.3	1261
84575000	12249000	13684000	9713600	22732000	1946400	24250000	5735900	5787700	6012400	6056300	0	6916200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15382"	4	4	3	3	3	1	3	NA	NA	NA	20.7	184
42519000	5393800	6836000	5448000	6255800	8279700	10306000	2591400	2416100	2673700	2651900	0	3071100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BQL6"	9	5	5	4	2	4	3	NA	NA	NA	18.2	677
20602000	0	1892600	1364500	6844900	4863400	5636300	0	0	0	2220200	1986200	2074300	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"Q05086"	2	0	1	1	2	2	2	NA	NA	NA	3.2	875
716890000	43190000	33458000	60108000	204360000	156470000	219300000	185700000	136010000	26409000	30833000	15730000	40795000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15125"	3	2	2	2	3	3	3	NA	NA	NA	16.5	230
1.416e+09	159320000	159720000	146030000	243340000	365880000	341680000	51539000	44807000	53093000	44564000	84987000	55143000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P43307"	6	6	5	6	5	5	6	NA	NA	NA	35	286
27994000	2908700	3295300	5205600	6268400	3278000	7037800	0	2276100	3426400	2318800	2199300	2603200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IXQ4"	3	1	2	3	2	2	2	NA	NA	NA	10.3	340
323460000	34266000	56991000	37046000	73418000	73855000	47882000	14382000	16028000	13888000	17197000	24647000	15174000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__P50448;P05155"	6	5	6	5	4	4	4	NA	NA	"+"	13.7	468
7747400000	782320000	1046700000	785990000	1724300000	1662300000	1745700000	123050000	119830000	133070000	126510000	110540000	126730000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P31948"	24	21	22	20	22	23	24	NA	NA	NA	46.4	543
28692000	5175200	0	4273000	1831100	13777000	3635300	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P83876"	3	2	0	3	2	2	3	NA	NA	NA	21.1	142
25864000	2557700	2330200	3639500	4991000	4098100	8247000	2391000	1893200	3239100	0	0	2590900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75044;P0DJJ0;P0DMP2;Q7Z6B7"	3	2	3	3	1	1	3	NA	NA	NA	4.4	1071
2376100000	414910000	239950000	288820000	452200000	334910000	645270000	83922000	75388000	76104000	73466000	69928000	77380000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P15311"	25	25	21	23	23	23	25	NA	NA	NA	40.1	586
24414000	1890900	3828800	1096500	3169200	7833000	6595700	0	2600500	0	0	1836800	2475400	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"P32189;Q14409"	3	1	1	1	1	3	2	NA	NA	NA	8.2	559
0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	"By MS/MS"	"Q68DN1"	1	0	0	0	0	0	1	NA	NA	NA	0.6	1984
4159500	0	0	1538600	0	2621000	0	0	0	0	0	0	0	NA	NA	"By matching"	NA	"By MS/MS"	NA	"Q9Y6X9"	2	0	0	1	0	2	0	NA	NA	NA	2.8	1032
20333000	3257500	1585500	2059900	6567900	1778500	5084000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UNK0"	2	2	1	2	1	1	1	NA	NA	NA	10.6	236
3726800000	436140000	445920000	415680000	864980000	715420000	848710000	54115000	52218000	60100000	55797000	47789000	55522000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q08J23"	36	32	29	31	32	29	30	NA	NA	NA	66.6	767
91861000	12058000	11616000	6350000	23219000	22701000	15918000	3976900	3991700	3869100	3781800	3933200	3821000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95376"	7	5	4	3	6	6	5	NA	NA	NA	20.5	493
346180000	34877000	44628000	34987000	71897000	96065000	63730000	10855000	10418000	11642000	11653000	11530000	10937000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15796;P84022;O15198;Q15797;Q99717"	10	8	8	8	8	9	7	NA	NA	NA	24.8	467
25029000	3957000	1395700	1426300	2949900	10220000	5080000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HA65"	5	3	1	1	1	4	3	NA	NA	NA	10	648
92616000	12363000	3936700	4546400	31394000	13675000	26701000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P53803"	2	1	1	1	1	2	1	NA	NA	NA	43.1	58
112130000	7745700	20637000	12084000	29589000	15942000	26131000	3210400	4221600	4349300	5223200	4887200	4746700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H3S7"	13	7	7	8	7	6	8	NA	NA	NA	13.4	1636
170120000	21881000	18756000	10880000	42002000	26289000	50313000	6220500	6355800	7282600	6534300	4529100	6226900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q53FA7"	9	6	5	4	7	6	8	NA	NA	NA	31.9	332
62201000	9993700	22493000	9015600	5793600	8696500	6208700	5529500	5979300	4314500	3735600	3294900	5422200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8N2K0"	5	4	4	5	2	3	2	NA	NA	NA	15.6	398
493600000	49699000	76121000	60318000	117960000	75709000	113790000	19841000	17774000	19757000	18561000	18218000	20396000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P10586;P23468;Q13332"	29	17	17	15	23	18	21	NA	NA	NA	22.4	1907
38134000	6285400	0	5116200	12159000	3063700	11510000	3778500	0	0	3862500	0	3520200	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NC96"	4	3	0	2	3	2	3	NA	NA	NA	28.7	275
81925000	6426200	9011200	6643000	26025000	12580000	21241000	2862100	3456500	2944500	2800900	2256700	3228600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q08AD1"	8	4	4	4	7	6	6	NA	NA	NA	9.6	1489
120900000	14300000	17698000	15741000	22797000	25817000	24551000	9508400	10345000	12506000	11815000	10141000	10646000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P08047"	4	4	4	4	3	3	3	NA	NA	NA	12.5	785
432500000	39459000	63877000	29676000	115010000	96878000	87597000	8223600	8377600	9269800	9284700	9976800	8364200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15269;A0A0B4J2E5"	19	11	14	8	13	16	11	NA	NA	NA	29.3	919
103670000	13796000	9188200	8085300	29125000	21244000	22231000	5217100	5615100	4442200	5623600	6245900	4619600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P55957"	4	3	3	3	3	2	3	NA	NA	NA	34.9	195
107920000	8401500	19846000	11453000	32357000	10104000	25755000	5001800	4910900	7055500	5245200	4883300	4877200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IXH7"	6	3	6	3	5	2	5	NA	NA	NA	11	590
483590000	42677000	82292000	41989000	109920000	56814000	149900000	16554000	18690000	18495000	22614000	21965000	20879000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P12955"	12	8	10	9	9	6	10	NA	NA	NA	30.6	493
539240000	61232000	56208000	22999000	142680000	126730000	129380000	22284000	25926000	25210000	24686000	27850000	27401000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q01628;P13164;C9JQL5"	3	3	3	3	3	3	3	NA	NA	NA	48.9	133
4.3108e+10	4.729e+09	5397700000	4361400000	9279600000	1.1365e+10	7974900000	1342100000	1348200000	1562600000	1461300000	1348400000	1497200000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Biognosys|iRT-Kit_WR_fusion"	10	10	10	10	10	10	10	NA	NA	NA	93.3	134
304200000	50268000	56808000	17622000	60579000	39928000	78991000	13873000	16201000	13492000	11002000	10650000	13529000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q13610"	8	8	7	6	7	5	8	NA	NA	NA	25.5	501
601800000	70213000	71627000	60005000	143360000	115550000	141050000	11920000	10430000	13947000	12103000	12806000	12562000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UKN8"	21	19	18	17	16	15	17	NA	NA	NA	34.3	822
509030000	57587000	70155000	56568000	1.14e+08	98747000	111970000	9614900	9600200	10685000	9731200	9309300	9366200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WX93"	24	17	18	17	18	18	18	NA	NA	NA	26.5	1383
278940000	26880000	23887000	32266000	61967000	68116000	65828000	9319800	10282000	10658000	10330000	12457000	11574000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P52594"	5	5	3	5	5	5	5	NA	NA	NA	17.1	562
2.746e+10	2936200000	3385300000	2773400000	6403200000	6011400000	5950300000	358970000	346670000	380030000	411330000	453020000	399200000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P0DMV8;P0DMV9"	24	22	22	20	21	22	20	NA	NA	NA	55.1	641
249290000	28448000	22180000	26175000	74780000	40583000	57121000	12887000	10149000	11503000	13123000	18507000	13159000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P33527"	14	12	7	10	12	8	13	NA	NA	NA	11.8	1531
4267700000	482900000	624800000	423900000	1169400000	678500000	888150000	114100000	112980000	123600000	124670000	105140000	134950000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P04080"	7	7	7	7	7	7	7	NA	NA	NA	77.6	98
19523000	1922500	0	2362500	0	9271200	5966900	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"Q8NI60"	3	1	0	1	0	3	1	NA	NA	NA	6.3	647
107130000	15113000	14479000	5520800	22589000	27781000	21648000	4538800	3676200	4813900	5115200	6740200	5680700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q86U90"	7	6	6	4	4	5	5	NA	NA	NA	38	279
133900000	8598200	23223000	18659000	32167000	23938000	27312000	3447800	3867500	4668100	3840300	3862300	3593400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5JRA6"	18	7	10	10	11	12	11	NA	NA	NA	13	1907
52640000	4977000	2676500	4020100	16951000	12455000	11560000	2215300	2093000	3250900	3095700	3888700	2733100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q969S9"	4	3	2	2	4	3	3	NA	NA	NA	7.4	779
81528000	8692400	15717000	11571000	18935000	11147000	15466000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H7P9"	2	1	1	1	1	1	1	NA	NA	NA	1.7	1386
158720000	24842000	17494000	10382000	44695000	26431000	34877000	5108000	5924700	3171200	5466400	6338400	5052300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P51580"	8	7	6	5	6	4	7	NA	NA	NA	37.6	245
8.322e+09	898190000	1204800000	811400000	2044900000	1643700000	1719100000	283910000	315610000	274400000	313740000	421300000	298290000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P62917"	10	10	10	10	10	10	9	NA	NA	NA	42	257
20493000	1338200	0	0	9914900	0	9240200	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"O43251;Q9NWB1;A6NFN3"	3	2	0	1	2	0	2	NA	NA	NA	12.8	390
471370000	40649000	65464000	35748000	86589000	137370000	105550000	18237000	17595000	18967000	21748000	36028000	20095000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UNS2"	11	6	10	8	7	7	9	NA	NA	NA	41.6	423
25417000	1733200	4407100	5975300	3297700	4633600	5370200	0	2277700	3258000	0	1826200	2021500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"Q8WXD5"	3	1	2	3	1	2	2	NA	NA	NA	21.6	167
23326000	2745600	0	0	5330600	8617000	6632500	0	0	0	0	0	0	"By MS/MS"	NA	NA	"By MS/MS"	"By matching"	"By MS/MS"	"Q92685"	1	1	0	0	1	1	1	NA	NA	NA	2.3	438
54443000	8346900	4966300	2429600	12738000	12822000	13140000	2710100	0	0	2767200	2459700	3053400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q53EP0"	6	4	2	2	3	4	5	NA	NA	NA	9.2	1204
214110000	25388000	28129000	22920000	53830000	38402000	45438000	10719000	8424100	10558000	10762000	9050700	8598600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P11802;O94921;Q96Q40"	10	7	8	6	7	8	7	NA	NA	NA	42.6	303
250390000	47088000	40323000	45715000	51398000	24635000	41226000	12003000	9228000	11056000	10519000	9020800	8067900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y3B7"	9	7	6	7	5	3	5	NA	NA	NA	54.2	192
36708000	4889800	5392400	2707000	8563800	4918700	10237000	0	0	3371100	0	0	5225900	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NP73"	2	2	1	2	1	1	2	NA	NA	NA	3.3	1137
25679000	0	1597200	1215300	4568100	7376600	10922000	0	0	0	0	2097800	2789500	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q12959;Q15700"	6	2	3	1	2	3	4	NA	NA	NA	9.8	904
73509000	6800500	8296100	6526200	17261000	16067000	18558000	4955500	7846600	7395300	6725000	9857500	8389900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O14925;Q5SRD1"	3	3	2	2	3	2	3	NA	NA	NA	21.5	209
4768600	1300700	0	1488200	0	1979700	0	0	0	0	0	0	0	"By matching"	NA	"By matching"	NA	"By MS/MS"	NA	"P86791;P86790"	1	1	0	1	0	1	0	NA	NA	NA	3.5	482
481140000	51169000	60846000	58115000	111790000	98752000	100460000	20393000	19036000	25280000	23080000	29058000	20738000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H0W9"	8	5	6	6	6	4	6	NA	NA	NA	32.7	315
1.1644e+10	1126900000	1.291e+09	1301100000	2260600000	3446400000	2217700000	981810000	900670000	1243200000	962730000	1.751e+09	961950000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P60709;Q9BYX7"	22	22	21	21	21	22	22	NA	NA	NA	73.3	375
59051000	8615900	10330000	3046300	14186000	9539300	13334000	4156700	4241900	3220000	3815700	2730500	2849100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NEY8"	5	4	4	2	3	4	4	NA	NA	NA	9.2	458
53423000	2823300	4025600	2088500	13812000	13176000	17497000	3561300	3864400	4132900	4548200	5046800	4156200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BRF8"	4	2	3	2	2	2	4	NA	NA	NA	19.1	314
6392200	1067500	442700	0	2724200	0	2157800	0	0	0	0	0	0	"By MS/MS"	"By matching"	NA	"By MS/MS"	NA	"By MS/MS"	"P40424"	1	1	1	0	1	0	1	NA	NA	NA	2.6	430
20638000	2803100	4449300	1787500	4638700	3091400	3868100	2757600	2844900	1657500	2280300	0	1962200	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8N5S9"	2	2	2	2	2	1	2	NA	NA	NA	5.7	505
112770000	23737000	20872000	7853200	29314000	7072500	23922000	9993900	8089300	7519500	8397300	5913300	8022900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H3K2"	4	4	4	3	3	3	3	NA	NA	NA	11.9	345
70115000	5333400	9011600	2063400	20507000	12155000	21044000	2878800	2798100	0	2931600	2282600	2417600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NVH2"	10	3	4	1	6	5	8	NA	NA	NA	16	962
